userName,score,at,content
Ika Rusadi,1,2023-11-07 08:36:33,"IT Kojek Tolol tolol semua apa ya..? Masa nganter Gosend dapat nya Driver yg jaraknya 3 Km sedangkan disini ada Driver yg lagi nongkrong di anggurin... Kasian Driver nya, Tolong itu IT Tolol nya di Pecatin semua aja"
Muhammad Muslih,3,2023-11-07 08:34:58,Bagus sih..tapi mengapa limi paylater GX bisa di gunakan..untuk bayar listrik dan beli token listrik serta pembelian pulsa dan kuota tidak bisa pakai payletter lagi...pada sudah di update...
Anggun Tri wibowo,5,2023-11-07 08:26:49,Mantap
Zubaedi Achmad,5,2023-11-07 08:21:51,Sampah
Sahathy Permadi,4,2023-11-07 08:20:26,Oke
budi bruel,5,2023-11-07 08:11:30,Sangat membantu
Esty Purwanti,5,2023-11-07 08:02:53,Ok
Samarinda Kaltim,5,2023-11-07 07:57:11,Cepat drivr ramah n murah😃
GUSLAN Lan,5,2023-11-07 07:56:45,Ok good
Eza Putra,1,2023-11-07 07:49:19,"Gocar sangat mengecewakan, 3 kali order semuanya problem. Mulai dari mobil nya bermasalah, sampai driver yg menolak. Padahal urgent. Sangat mengecewakan. Tolong untuk memperbaiki SDM driver nya!!!!!!!!!"
Fata Ariiq,5,2023-11-07 07:44:34,Membantu
Hermina kewa,5,2023-11-07 07:37:00,Responnya cepat dan driver yang mengantar ramah ini
Richy Satriyadi,5,2023-11-07 07:27:40,Sering2 ngasih promo
Shelli Nofita Sari,5,2023-11-07 07:22:02,Bagus
Yeti rohaeti,1,2023-11-07 07:19:02,Aplikasinya GK bisa di pake
Vanessa Pradesty,5,2023-11-07 07:16:16,"bergunaaa bangettt, sukaa 🫶"
Abraham Rompas,5,2023-11-07 06:50:00,Bagus smuanya bagus
Rosidin Saleh,4,2023-11-07 06:45:43,Kenyang...
liliana yonathan,5,2023-11-07 06:44:56,Mantap..rekomen👍🫰
Anis Sarah,5,2023-11-07 06:34:25,"Puas banget karna membantu aku yg rumahnya pelosok dan susah dapet ojek, skrang bisa pesen dan lngsung di jemput. Kalo bisa jangan ada firur nego karna kasian drivernya"
setiawan suherman,5,2023-11-07 06:20:13,ok juga
Nur Retet,4,2023-11-07 06:18:27,Sangat membantu saat mau bepergian pi lg gk ada kendaraan
Saiful Anwar,1,2023-11-07 06:11:43,"Kok klau order susah dpat driver nya,,,apa lagi layanan gofood nya... Gojek ini lama""kok tidak jelas ya"
Nadilla Putri,5,2023-11-07 06:08:14,"sangat membantu, terima kasih"
babura medan,1,2023-11-07 06:00:44,Gopaylater tidak dapat di gunakan karena PT MAB buruk pelayanan nya
Lucky tY,5,2023-11-07 05:58:38,Sangat bagus
Go Partner,1,2023-11-07 05:54:50,"Ngasi driver jangan jauh2 tolol,,,kasian driver nya padahal driver terdekat banyak,dasar IT gojek abal abal."
Rauzatul Muna,5,2023-11-07 05:54:20,Sangat memudahkan jika tidak sempat masak
Puji rafifarah,4,2023-11-07 05:51:33,lebih mudah mau kemana2 dan saat pengen jajan.
Baihaqie Fadillah,5,2023-11-07 05:49:34,Keren!
JhowwTV2,2,2023-11-07 05:44:41,Limit Gopay Latter Ada Namun Kenapa Tidak Bisa Di Gunakan...?
Budi Suanto,1,2023-11-07 05:38:17,UDAH DIMASUKI PIN BENAR DIBILANG SALAH. DISURUH COBA LAGI SAMPAI NUNGGU SEJAM LEBIH MASIH BELUM BISA.UDH DI AJUKAN LAPORAN DIBILANG GA ADA MASALAH. JELEK BANGET PELAYANANNYA GOJEK. GARA GARA LU GA SEMPAT BELI TIKET SAMPAI CLOSE. GW KASIN BINTANG 1 !!!!!!!
28. REZA NUR IKHSAN,1,2023-11-07 05:35:47,Gopay gunanya apa
fahmi azka,1,2023-11-07 05:34:00,Kenapa pengaduan terkait layanan sangat lama di tanggapi nya. Apalagi persoalan paylater saya. Tiba2 gak bisa di pake. Gojek paraaah
Yuliza “Dewi”,1,2023-11-07 05:26:45,APA Apaan ini gojek!!!!!! udah kayak maling aja Saia....mau beli kuota ga bisa mau TF ke rekening sndri pke upgrade...diupgrade gagal!!! maen bikin aturan tp NAHAN uang ORG!!!!!
Tumbaz Larisinta,4,2023-11-07 05:25:49,"Sekarang ok, banyak promo kayak hijau sebelah"
Syarifah mar ah,5,2023-11-07 05:16:03,Seneng ketemu driver baik2 bgt
Breville PIM,5,2023-11-07 05:15:50,Terimakasih 🙏🙏🙏
Heri Hermansyah,5,2023-11-07 05:11:08,Bagus sekali aplikasi ini. Sangat membantu dalam transportasi saya
Zahra Zahra,1,2023-11-07 05:06:04,Kakean Ita itu bgst
Juwita Febrianti,5,2023-11-07 05:04:37,"Aplikasi gojek membantu saya ketika sangat butuh, saya tidak kelaparan ketika tidak ada kendaraan, langsung pesan lewat go food. Tidak tunggu lama, diantar sampai depan rumah."
Zul Fikry,5,2023-11-07 05:01:19,👍👍👍
siti fatimah,2,2023-11-07 05:00:31,kasih opsi spy bisa chat duluan ke resto dan opsi upload foto makanan di ulasan
Mohamad Ilham,5,2023-11-07 04:49:33,Ok
K4RRR,2,2023-11-07 04:49:20,Kenapa tambah biaya jasa aplikasi segala👎🏾
desi wulandari,5,2023-11-07 04:39:08,Good experience with gojek
Dalroji Sidul,1,2023-11-07 04:33:20,Customer pada belagu..pake tarif hemat aja sok2an. Tarif 9600 yg naik 6 orang. Penumpang bego apa tolol kayak gitu. Pesen minta cepat2 tp pake gocar hemat yg jemputnya 4-5 km. Siapa yg mau ambil ordrean kayak gitu lol tolol
Odang Abdurachman,5,2023-11-07 04:29:36,Ok
Anton Nursiwan,1,2023-11-07 04:28:11,Aplikasinya di perbaharui untuk pemesanan menu nya
Syifa Malinda,3,2023-11-07 04:25:36,Ongkirnya mahal
Lamroy David Masyafri M,1,2023-11-07 04:19:26,"Sudah bayar gopaylater, ada limit tidak bisa digunakan. Kalau begini retail tidak akan percaya lagi kepada Gojek maupun Tokopedia (GoTo). Gojek tidak selektif memilih mitra MAB untuk menu Gopaylater, sudah hubungi via Gmail kepada pihak MAB. Jawabannya mengambang, tidak memberikan solusi. Lebih baik kemarin tagihan saya, saya gagal bayarkan saja."
NdereNdutz,5,2023-11-07 04:16:12,Mantap karya anak Indonesia
Mertina Comelya,1,2023-11-07 04:04:15,"Saya datang mau ambil jaminan suami saya kok dipersulit begini, datang dr pagi kt security kantor gojek kemang karyawannya lgi siap2 pdhl ud jam 9, disuruh nunggu, waktu dipanggil bagian ambil atribut disuruh nunggu lg sampai jam 10, jam 10 dibilang sekuriti datang lg bsk krn karyawan bagian ambil jaminan lg ke kantor petojo, apakh karyawan ambil jaminan cuma 1 org utk kantor gojek yg besar, dan saya mau nunggu ampe siang disuruh bsk ama skuriti, apakah karyawan tsb ngak balik lg,"
Alby Luthfy,5,2023-11-07 04:03:48,Good
Anikotul Atiah,5,2023-11-07 03:54:59,Memudahkan dalam bepergia
Asep desia Subhana,5,2023-11-07 03:52:41,Okey
Ahmad Jihan,2,2023-11-07 03:52:13,"Kenapa setiap transaksi dengan gopay later tidak bisa dan gangguan, tolong bantuan nya"
najwa andriella,5,2023-11-07 03:52:07,♡♡♡
Dedi Hudaya,5,2023-11-07 03:44:58,Good job
Dewi Nayla,4,2023-11-07 03:43:45,gopaypinjam sudah lunas tp knp ga bisa tarik tunai lagi ya suruh tunggu 1x24 jam pdhl udh lebih dr 2 hari masih ga bisa di pake
apam surabi,5,2023-11-07 03:41:03,Mantap
muhammad iqbal,5,2023-11-07 03:38:19,Lebih murah
NETPAM WD,5,2023-11-07 03:35:32,Keren
radian khan,5,2023-11-07 03:26:19,"Makin mantap kelengkapan nya ; Transfortasi , makanan , pembayaran all , transf , pinjaman , Semuanya gampang dalam satu aplikasi . Alhamdulillah saya sudah dalam katagori "" JURAGAN """
Nugraha Aditama,5,2023-11-07 03:25:14,"Aplikasi mudah digunakan, ui nya mudah dipahami"
Cak Badut,5,2023-11-07 03:11:29,sangat baik dan nyaman
ang maman,3,2023-11-07 03:09:41,"Titik jemputnya koq sekarang ga ada yg pas, bikin ribut sama rider nya. Pas Klik manual ga terdata"
Sianturi Boy,5,2023-11-07 03:05:31,Ok
wina Ajh,1,2023-11-07 03:05:11,KECEWA SAMA GOJEK SAYA ISI SALDO SUDAH 4 HARI BELUM MASUK JUGA
Kim Taevi,5,2023-11-07 02:48:07,Josss
Bertha Alfa Widoyo,2,2023-11-07 02:42:39,Saya turunkan bintangnya..semakin kesini semakin kurang memuaskan..punya gopaylater tapi ga bisa digunakan alasannya tidak bisa digunakan oleh akun padahal sebelumnya lancar2 saja..baru mulai awal bulan ini tidak bisa digunakan..gopaypinjam juga begitu.. awal bisa pinjam habis gitu ga bisa pinjam lagi dengan alasan pengajuan sebelumnya ditolak padahal pengajuan sebelumnya ACC.
Widia Refni,5,2023-11-07 02:40:36,Top
elly Jie,2,2023-11-07 02:25:19,Sulit pemesan didaerah tmpt saya..
Melita Sutanto,2,2023-11-07 02:24:00,Barang kiriman cpt sampainya mksh
Hari Susanto,4,2023-11-07 02:20:38,Mantappp
Betha Novanto,5,2023-11-07 02:16:35,Very good
Khafa Bin khafi,5,2023-11-07 02:15:13,cepat dan amanah
Rowent ruthcoy,5,2023-11-07 02:12:39,good
Asti Andika,5,2023-11-07 02:10:33,so far Gojek so good
rezki adityakurniawan,1,2023-11-07 01:33:50,"Semenjak ganti PT debt contollector annoying dan disturbing, spam call, spam message, mengganggu ketenangan orang padahal dulu tidak seburuk ini, sekarang worst terrors"
Rheinissa Latif,1,2023-11-07 01:32:14,Payah amat sejak pindah ke MAB gopaylater gw malah gabisa dipake sama sekali kesell bgt percuma gopaylater ada tapi gabisa dipake.. kecewa parah SM gojek skrg. Dari dulu ga pernah ada masalah skrg malah begini..
Sandra Doriz,5,2023-11-07 01:29:17,Gojek the best
Moch Dofir,5,2023-11-07 01:28:38,Mohon dihapus iklan gojek
Yuke Pritama,5,2023-11-07 01:08:23,Lebih tepercaya.. 👍
Putri Kuatsejati,5,2023-11-07 01:07:35,Sangat terbantu dengan adanya app gojek..
Widayat Purnomo Ahmad,5,2023-11-07 01:03:56,Perjalanan mudah dan gak ribet
Wulan Ulandari,5,2023-11-07 00:55:10,"pake gojek udh dari jaman nya, skrng make udh smpe thn 2023 mau ketemu 2024 mantul, jaya trs"
Abil Berlian,5,2023-11-07 00:50:49,Aplikasinya sangat membantu
Kevin Aldiyunanda,1,2023-11-07 00:43:57,Aplikasi paling busuk
satrio pramana,4,2023-11-07 00:42:22,Semoga bermanfaat
Heni Dina,1,2023-11-07 00:30:19,kadang titik jemputnya tidak sesuai maps
Tino Aldi,5,2023-11-07 00:21:45,"Ini yang aku tunggi gojek semakin keren,akhirnya goride bisa antas wilayah lebih dari 25km . 👍👍👍🙏🙏 Terimakasih gojek kamu tau yang aku mau ☺️"
Dino Pamungkas,5,2023-11-07 00:20:11,Good
Siti Alya,1,2023-11-07 00:07:35,sangat membantu untuk saya pribadi yg g bisa bw motor sendiri
Asep Holis,1,2023-11-06 23:59:00,Makin lama mencari driver padahal driver banyak
Ruby Brianda,3,2023-11-06 23:48:44,Cuma dipake kalo ga punya cash aja.... Cek voucher sering gagal karena alesan server padat... Pelit
Gus Bobon,2,2023-11-06 23:40:07,"Setiap order goshop selalu tidak mendapatkannya,,, gosend goride cepat sekali dapatnya Layanan goshop tidak bagus di sini"
Bayu Putra,4,2023-11-06 23:22:43,"Saran, ada pilihan peta antara yg default dengan yg satelit. Soalnya kalau satelit saya bisa menaruh titik jemput atau drop lebih akurat. Terima kasih"
dwi haryanto,1,2023-11-06 23:19:00,"Driver kl gak siap ambil pesanan, jangan sekali kali aktif kan ""autobid"". Pengalaman unik saya jd gagal check in di bandara."
Verana Gusti,5,2023-11-06 23:12:55,Sangat terbantu bagiku sebagai ibu rumah tangga
Zieyani Al-Mulkiyya,5,2023-11-06 23:08:56,Sangat membantu & TOP BGT
Faundra Dio Pratama,5,2023-11-06 23:05:51,"dear gojek, kalo bisa isi gopay pakai pulsa biar enak"
mugi haryono,5,2023-11-06 23:04:54,Bonus buat driver di adakan lagi kt driver
Yakub Sarianto,4,2023-11-06 22:48:54,Driver sulit titik nya
saugi bilfaqih,5,2023-11-06 22:35:11,"Mau jalan ato makan,bayar pembelian online gampang dengan aplikasi gojek yg serba simplel"
Sky Riozt,2,2023-11-06 22:15:02,"Update baru malah gk bisa liat drivernya pas pesen gofood,drivernya jalanin 2 aplikasih ojek online dan anter pesenan orng laen kan kitanya jadi gk tau,maunya kaya dulu dong bisa liat posisi driver dmna pas baru dpt drivernya,biar bsa di pantau"
Ewin Nst,5,2023-11-06 21:33:59,Ok
audrey,5,2023-11-06 21:33:48,mantull
Amir Udin,2,2023-11-06 21:22:53,Gak bisa memantau posisi driver nya pas pesan go food
Inka Cristina,5,2023-11-06 20:39:13,Mantap
Azi Zaya,1,2023-11-06 19:52:00,"internet tidak tersambung, jelas jelas sinyal 100mbps, apk aneh eror mulu"
Mohammad Yusuf,1,2023-11-06 19:48:29,Ini gimana ya padahal masuk pin benar malah keblokir man gak bisa buat transaksi lagi
Sigit Richman,5,2023-11-06 19:43:11,Selalu membantu dan sukses selalu
fahin mania,5,2023-11-06 19:29:29,Mantap
Sandhi,1,2023-11-06 19:15:03,"Aplikasi aneh, kalau sering dipakai buat bayar² semua promo langsung pada hilang kaya melanggar peraturan padahal buat bayar normal sesuai keperluan, tadinya pakai gojek karena ada go transitnya tapi masih ada linkaja jadi sekarang mah sekarang beralih ke Grab buat ojol atau order food."
Johan Sainema,5,2023-11-06 18:36:43,Biarkan bintang yg bersuara
Heilamss,1,2023-11-06 18:18:36,"Nga tau kenapa akhir akhir ini tiap mau pesen go food selalu nge crash dan harus buka tutup app, tolong di perbaiki, dan sistem pembayaran dengan gopaylater juga bermasalah ketika mau memesan, * kalau sudah di fix akan di ubah review ini"
Egi Yuherman,5,2023-11-06 18:16:43,Mantep
setyaka syafhar,1,2023-11-06 18:07:03,"mode hemat ga ada utk gofood . dasar penipu , gua uda cek berkala . lo pikir gue bodoh . pilih2 pelanggan , masi membela diri . ni gue uninstall , ini yg lbih pantes ,, sm rating 1 ,, seenaknya sndri mainin orang . sm gopaylatercicil waktu itu , tinggal 1 cicilan ,, malah laman pembayarannya diblokir . giliran uda denda sampe 100rb ,, baru dimunculin lg laman pembayarannya . gue bakal doain yg terburuk utk perbuatan lu . ga bakal gue ikhlasin di dunia-akhirat nnti"
trisno vera66,4,2023-11-06 18:02:25,"Masih ada yg kurang sih,saat penjemputan g sesuai,kadang jauh dari titik penjemputan"
Achdan Naufal Zaky,5,2023-11-06 17:42:20,Terbaikkk
atika nurhayati,3,2023-11-06 17:26:55,Respon adminnya pas dikomplain lama pesanan kurang udah kirim foto struck sama riwayat pesananyya abis itu beberapa jam pas udah dimakan minta foto makanan ya udah habis lah
Romi kiromi,5,2023-11-06 17:11:09,Good app
DIAN FIRDAUS ANDREYATNO,5,2023-11-06 17:03:59,Aplikasi yang sangat membantu Terimakasih gojek
arvan V,5,2023-11-06 16:58:23,"Tolong aplikasi driver nya , diperketat lagi verifikasi mukanya dan verifikasi kendaraannya harus sama dgn yang tertera di aplikasi , untuk menjaga keamanan, soalnya saya pesan driver buat jemput anak , beda wajahnya. Saya takut , sebagian para joki tersebut membahayakan keselamatan dan bagi yang meminjamkan lebih baik Jangan dipinjamkan ,kalo sudah males lebih baik PM dan niatnya membantu bukan cara demikian membahayakan plangan, masih banyak aplikator lain yang masih terima lowongan driver"
Rais Malik,5,2023-11-06 16:52:15,Banyak promo nya
Anggun Dhea Saputri,5,2023-11-06 16:50:32,Mantapp
Sofyan Matamin,5,2023-11-06 16:45:45,Selama mengunakan gojek aman aman aja
FAJAR zareey,5,2023-11-06 16:29:25,Okdeh
Charly Oneng,1,2023-11-06 16:23:43,ga plexsibel . ceritanya gw di pesenin temen arah pakubuwono residen dengan gorcar dan sudah langsung potong saldo gopay temen. sebelumnya saya sampaikan pak nanti kita lewat pondok cabe saja .saya ada perlu di cirende. nanti saya tambah biayanya. setelah sampai tujuan malah di hitung perkilonya 7rb dan tol 50rb. dan dia bilang harus ke pakubuono untuk menyelesaikan orderan... menang banyak tuh driver nya
Jeki Fals,5,2023-11-06 16:10:54,Ok
C Teguh,5,2023-11-06 16:07:54,Manta gojek sukses selalu
doni juliansyah,5,2023-11-06 15:58:52,Sopirnya ramah dan sopan
Nenk Nia,5,2023-11-06 15:44:03,Cepat ga ribet
Yuznita Ietha,5,2023-11-06 15:42:50,Semoga semakin meningkat pelayanannya....tolong perhatikan juga kesejahteraan Driver2 nya.....
Nob Gaming,1,2023-11-06 15:41:52,Setelah update versi terbaru malah eror mau pembayaran melalui gopay. Agak mengganggu sih update yang baru ini :(
Sri Yono,5,2023-11-06 15:37:09,Nyaman.. Cepat. Dan rapih. Ramah2
Susilo Silo,5,2023-11-06 15:32:01,Bagus dan terima kasih.
Fatimah Az-Zahra,5,2023-11-06 15:28:06,"gapapa kemana"" sendiri kan ada gojek. Apalagi pengguna baru yg pake kode voucher 'GOJEKFATIMAH' & 'GOJEKCAMPUS' pasti dapet diskon sampe 175k💚✨"
Oktavia Reza,5,2023-11-06 15:15:02,"Gojek nyaman.. Tapi kenapa kok kasi diskon pilih kasih.. Kalo cash gada diskon pake go pay banyak diskon seharusnya sama"" Dapet diskon kan sama"" Uang.. Please kendepannya di samakan diskon nya yaa.. Terimakasih"
sulaiman sakieb junior,2,2023-11-06 15:07:01,Ok
muhammad aldi andriansyah,1,2023-11-06 15:00:32,Makin kesini makin kocak. Saya berhenti jadi pelanggan prioritas gofood
Rina Susanti,1,2023-11-06 14:59:57,Akun gak bisa login pafahal no hp lamavmsh aktif
Robi Roihan,1,2023-11-06 14:58:09,"Biaya layanan di gratiskan saja, kan sudah dapat 20% dari harga makanan."
Jimmy Srredeexx,1,2023-11-06 14:56:57,Sampah....ribet ...
Medy Prema.C,5,2023-11-06 14:53:16,semoga berkah
Martha Ekawati,2,2023-11-06 14:45:55,"Sering kali eror aplikasinya sekarang, kadang restorannya tutup tapi masih bisa oderan masuk"
Nora Nurasiah,1,2023-11-06 14:40:56,capeek cari layanan bantuan .. di aplikasi ada limit gopayletter nya tp tdk bs di pake ... dan respond nya gak jelas .. !
Disah Disah,1,2023-11-06 14:34:20,"Driver nya gila sih,udh mah ga sopan ngomong nada tinggi,emosi,ga tau map, gue mesen minuman ga jauh dari lokasi gue sekitar 1km, dan alamat sudah pas sesuai titik,malah gue jelasin lagi di chat driver nama alamat gue, eh malah kemana tau liat di map nya muter,pas nyampe malah marah ga jelas padahal dia sendiri yang lamain, udh di kasih tips 9rb, eh malah maksa minta tips lagi lewat gojek,dan dia minta 20rb sebagai ganti uang bensin dia wkwkw,padahal dia sendiri yang be*o"
Agusu S,1,2023-11-06 14:33:41,"Burik top up gopay dari driver gak masuk² lama, mending aplikasi sebelah"
Yuli Tesalonika Kadiwaru,5,2023-11-06 14:30:52,Mantapp
Dede Kurniawan,5,2023-11-06 14:28:07,Good job
Fajar Riyandi Pratama,1,2023-11-06 14:24:34,"Saya sudah lunasin gopay later,knp masih ada yg nagih via wa ?? Udah gitu gopaylater nya udh ga bisa di pake lagi,kecewa banget,padahal udh jadi pelanggan lama di aplikasi ini."
TUKANG SABUN,1,2023-11-06 14:23:30,"Jelek suka gangguan,saldo hilang aja ga di respon+APLIKASI PENGHILANG SALDO"
Nurul Fitri Auliya,1,2023-11-06 14:21:29,"titik jemput sama lokasi suka beda, padahal tertera di tulisan bahwa lokasi jemput di A tapi titik jemput nya ada di B. tolong yaa perbaiki lagi soalnya saya kena semprot drivernya gara2 ini. Padahal sudah jelas tertera bahwa lokasi jemput di A ini jelas kesalahan aplikasi bukan salah saya"
Ahmad Sanusi,5,2023-11-06 14:15:48,Oke
Farid Maulana,5,2023-11-06 14:13:09,"Semoga aku bisa pake gopay pinjam, karena aku pelanggan setia dan lama di gojek"
muhamad irfan,1,2023-11-06 14:11:38,Ini ko ngeleg amat ya aplikasi udah hapus download lagi masih aja sama.
Meri Juliani,5,2023-11-06 14:10:15,Ok
Fatimah Andriyasti,2,2023-11-06 14:02:45,"Buka gojek / gofood, sistemnya sibuk mulu. Padahal aplikasi udh di update versi terbaru, jaringan lancar buka apl lain bisa jalan. Padahal lagi butuh2 nya."
Momo Nosuke,2,2023-11-06 13:56:33,Kenapa ini ..baru isi saldo lewat bank BNI ...katanya lngsung transfer ke gopay tabungan .pas d cek ..saldo malah 0 ... Saldo saya kemana ??
D Jack,2,2023-11-06 13:52:39,"aplikasi ini makin kacau...semenjak dipegang oleh MAB. makin ga jelas, payletter ga bisa dipake. Mending gojek yang dulu. Meskipun fitur ga terlalu banyak. Tp lancar jaya."
EdwardCP,1,2023-11-06 13:43:41,sering stack ga kembali uangnya
Muji Mujilah,5,2023-11-06 13:35:47,Baguss sesuai ekspektasi
marzalizuar marwan,5,2023-11-06 13:34:09,Mantab terkendali
Andika Wardana,1,2023-11-06 13:33:23,Kenapa gak bisa pesen dgn metode bayar paylater. Di tokpedia juga gk bisa. Pdhal gk pernah telat bayar. Tiba2 di email bahwasannya akun belum dapat pakai gopay later. Makin kemari makin aneh si ijo laler. Jadi kemarin2 saya pakai apa klo tidak gopay later. Bisa kalian cek disystem kalian history pemakaian saya. Kecewa kali pelayanan gojek selama merger. Kalau bisa gk ksh bintang uda ku ksih 0 bintang utk pelayanan kalian. 👎👎👎
Adhie Prianto,5,2023-11-06 13:32:40,Terimakasih banyak atas aplikasi sangat membantu
Abdillah Pasya ramadhan,1,2023-11-06 13:32:00,burikkk
Mas Mujay,5,2023-11-06 13:23:57,"Saya kecewa mau ganti nomer hp aja, lama bangett. Walau aplikasi anak bangsa, tpi klo seperti ini bisa beralih ke yang lain"
Anda Hans Kurnia,5,2023-11-06 13:22:02,"Sangat memudahkan pengguna nya, saran untuk wilayah Semarang Barat kelurahan nya mohon di update map nya karena ada beberapa kelurahan nya yg tidak tepat.."
Beni Gunawan,5,2023-11-06 13:15:46,Muantapp bosss
moh akmal amran,5,2023-11-06 13:13:46,Sangat membantu
Bus Izy,1,2023-11-06 13:07:21,Gak guna
Miftakhul Lutfi Maulana,1,2023-11-06 13:06:10,"GIMANA SIH INI, TOP UP GOPAY TERKIRIM KE TABUNGAN JAGO NYA LAMA, MANA MAU BUAT PESEN GOFOOD. GAJELAS"
Emma Shop,5,2023-11-06 13:01:57,Nyaman.. produk dalam negri
Nasroell D-Litang,1,2023-11-06 12:56:52,Gopay gx jelas saya top up lewat Indomaret malah masuk tabungan udah gitu gx bisa pake tp
Monite Leo,5,2023-11-06 12:56:22,👍👍👍👍
M Chaidir,1,2023-11-06 12:52:25,"Makin ngga jelas up date nya, makin sulit solving problem. Lebih sering jadi pihak yg dirugikan."
